Frame	Occidentary	Time	Encounter Slot	PID	!!!	Nature	Ability	HP	Atk	Def	SpA	SpD	Spe	Hidden	Power	50% F	12.5%F	25% F	75% F	
123305	123358	34:15.08	0	663C96FF		Sassy	1	24	15	2	19	3	9	Ice	64	M	M	M	M	
123306	123375	34:15.10	3	08A4663B		Adamant	1	4	21	22	2	25	21	Grass	42	F	M	F	F	
123307	123366	34:15.11	1	A4D77547		Serious	1	20	22	4	10	4	21	Flying	41	F	M	M	F	
123308	123463	34:15.13	1	7EA715A1		Modest	1	4	29	1	4	3	7	Grass	55	M	M	M	F	
123309	123372	34:15.15	1	F9FAEBC4		Modest	0	19	6	9	17	25	27	Dragon	36	M	M	M	M	
123310	123319	34:15.16	0	8DB7A5EA		Bashful	0	8	5	4	29	5	16	Electric	30	M	M	M	M	
123311	123452	34:15.18	1	F7AAC53E		Mild	0	0	19	17	9	18	7	Steel	56	F	M	F	F	
123312	123361	34:15.20	1	48350E69		Quirky	1	19	14	17	14	8	22	Flying	47	F	M	M	F	
123313	123338	34:15.21	1	F900E741		Timid	1	16	16	5	8	10	29	Poison	50	F	M	M	F	
123314	123343	34:15.23	4	D9E77B5B		Quiet	1	0	4	10	3	2	12	Ground	63	F	M	M	F	
123315	123338	34:15.25	2	F900E741		Timid	1	16	16	5	8	10	29	Poison	50	F	M	M	F	
123316	123325	34:15.26	1	D5D0C516		Hardy	0	0	30	21	8	13	12	Fire	31	F	F	F	F	
123317	123356	34:15.28	2	F76D1160		Quirky	0	31	23	5	17	25	28	Ice	31	F	M	M	F	
123318	123457	34:15.30	1	6A645C38		Naughty	0	12	4	28	11	18	28	Ground	60	F	M	F	F	
123319	123544	34:15.31	1	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123320	123409	34:15.33	1	658AA152		Relaxed	0	13	22	21	28	19	25	Grass	51	F	M	M	F	
123321	123350	34:15.35	1	50477289		Relaxed	1	22	17	13	8	11	8	Water	50	M	M	M	F	
123322	123333	34:15.36	0	5D318931		Careful	1	0	15	13	24	27	25	Grass	51	F	M	F	F	
123323	123376	34:15.38	2	DAA408A4		Naughty	0	21	2	25	19	29	17	Dragon	41	M	M	M	F	
123324	123411	34:15.40	3	4F99D6CD		Hasty	1	1	15	8	20	19	9	Grass	51	M	M	M	M	
123325	123350	34:15.41	1	50477289		Relaxed	1	22	17	13	8	11	8	Water	50	M	M	M	F	
123326	123365	34:15.43	0	7547980F		Bold	1	23	6	9	22	4	20	Flying	42	F	F	F	F	
123327	123336	34:15.45	0	CBC46F19		Calm	1	1	26	25	8	30	0	Flying	51	F	F	F	F	
123328	123431	34:15.46	2	01736FF0		Serious	0	29	9	2	19	0	10	Rock	47	M	M	M	M	
123329	123366	34:15.48	0	A4D77547		Serious	1	20	22	4	10	4	21	Flying	41	F	M	M	F	
123330	123411	34:15.50	0	4F99D6CD		Hasty	1	1	15	8	20	19	9	Grass	51	M	M	M	M	
123331	123380	34:15.51	1	8947DA0F		Gentle	1	8	13	17	28	16	11	Ground	35	F	F	F	F	
123332	123409	34:15.53	0	658AA152		Relaxed	0	13	22	21	28	19	25	Grass	51	F	M	M	F	
123333	123442	34:15.55	0	614E8874		Quiet	0	24	1	12	13	2	24	Rock	50	F	M	M	F	
123334	123369	34:15.56	1	D12F9155		Mild	1	25	24	26	30	26	4	Fighting	63	F	M	M	F	
123335	123544	34:15.58	2	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123336	123371	34:15.60	1	EBC4EB19		Lonely	1	26	15	30	6	9	19	Grass	49	F	F	F	F	
123337	123420	34:15.61	1	842F20F8		Rash	0	31	10	18	25	10	7	Bug	59	M	M	M	M	
123338	123363	34:15.63	0	A1D6C5D3		Careful	1	15	0	6	10	29	7	Water	48	M	M	M	M	
123339	123368	34:15.65	1	915512D4		Hardy	0	15	9	20	24	26	25	Poison	50	M	M	M	M	
123340	123457	34:15.66	1	6A645C38		Naughty	0	12	4	28	11	18	28	Ground	60	F	M	F	F	
123341	123376	34:15.68	0	DAA408A4		Naughty	0	21	2	25	19	29	17	Dragon	41	M	M	M	F	
123342	123349	34:15.70	1	7289EA62		Impish	0	7	2	20	17	13	22	Electric	36	F	M	M	F	
123343	123348	34:15.71	1	EA62B8F2		Bashful	0	9	20	28	2	20	7	Poison	45	M	M	M	M	
123344	123347	34:15.73	2	B8F297F4		Docile	0	2	19	26	20	28	9	Poison	34	M	M	M	M	
123345	123368	34:15.75	1	915512D4		Hardy	0	15	9	20	24	26	25	Poison	50	M	M	M	M	
123346	123357	34:15.76	1	96FFF76D		Gentle	1	28	17	25	15	2	24	Bug	60	F	M	M	F	
123347	123364	34:15.78	0	980FA1D6		Brave	0	7	10	29	6	9	23	Grass	47	M	M	M	M	
123348	123357	34:15.80	1	96FFF76D		Gentle	1	28	17	25	15	2	24	Bug	60	F	M	M	F	
123349	123404	34:15.81	0	2ACA565B		Lonely	1	6	10	8	17	13	23	Ice	36	F	M	M	F	
123350	123375	34:15.83	0	08A4663B		Adamant	1	4	21	22	2	25	21	Grass	42	F	M	F	F	
123351	123426	34:15.85	1	089C21BA		Adamant	0	20	20	26	21	29	4	Electric	32	M	M	M	F	
123352	123517	34:15.86	1	7B8BA57B		Timid	1	0	9	7	22	25	3	Grass	47	F	M	M	F	
123353	123370	34:15.88	0	EB19D12F		Hasty	1	4	30	26	15	30	26	Ground	69	F	M	F	F	
123354	123363	34:15.90	1	A1D6C5D3		Careful	1	15	0	6	10	29	7	Water	48	M	M	M	M	
123355	123452	34:15.91	0	F7AAC53E		Mild	0	0	19	17	9	18	7	Steel	56	F	M	F	F	
123356	123365	34:15.93	1	7547980F		Bold	1	23	6	9	22	4	20	Flying	42	F	F	F	F	
123357	123430	34:15.95	1	6FF0B5C3		Sassy	1	19	11	0	9	2	29	Ghost	52	M	M	M	M	
123358	123589	34:15.96	1	4316DA30		Calm	0	19	28	5	24	2	18	Flying	56	F	M	F	F	
123359	123544	34:15.98	1	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123360	123517	34:16.00	0	7B8BA57B		Timid	1	0	9	7	22	25	3	Grass	47	F	M	M	F	
123361	123398	34:16.01	2	AC9ACD2A		Bashful	0	4	31	0	14	18	17	Poison	61	F	M	F	F	
123362	123365	34:16.03	2	7547980F		Bold	1	23	6	9	22	4	20	Flying	42	F	F	F	F	
123363	123418	34:16.05	1	1E6894D7		Brave	1	24	7	8	1	1	15	Ice	36	M	M	M	M	
123364	123385	34:16.06	0	2C66CFCD		Careful	1	18	17	15	28	30	17	Ground	53	M	M	M	M	
123365	123382	34:16.08	0	C38BC5A8		Quirky	0	23	31	11	30	19	13	Electric	64	M	M	M	F	
123366	123589	34:16.10	0	4316DA30		Calm	0	19	28	5	24	2	18	Flying	56	F	M	F	F	
123367	123388	34:16.11	4	D8F3FB91		Bold	1	1	23	31	11	28	17	Steel	43	M	M	M	F	
123368	123371	34:16.13	0	EBC4EB19		Lonely	1	26	15	30	6	9	19	Grass	49	F	F	F	F	
123369	123406	34:16.15	0	B6372146		Timid	0	0	29	31	10	8	18	Flying	47	F	M	M	F	
123370	123429	34:16.16	1	B5C3F6A4		Docile	0	16	31	27	11	0	19	Steel	49	M	M	M	F	
123371	123420	34:16.18	2	842F20F8		Rash	0	31	10	18	25	10	7	Bug	59	M	M	M	M	
123372	123395	34:16.20	1	8D946877		Brave	1	29	26	6	9	19	10	Electric	59	F	M	M	F	
123373	123380	34:16.21	2	8947DA0F		Gentle	1	8	13	17	28	16	11	Ground	35	F	F	F	F	
123374	123431	34:16.23	0	01736FF0		Serious	0	29	9	2	19	0	10	Rock	47	M	M	M	M	
123375	123430	34:16.25	1	6FF0B5C3		Sassy	1	19	11	0	9	2	29	Ghost	52	M	M	M	M	
123376	123383	34:16.26	0	2FF7C38B		Adamant	1	13	30	19	3	11	6	Psychic	69	M	M	M	F	
123377	123544	34:16.28	1	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123378	123385	34:16.30	1	2C66CFCD		Careful	1	18	17	15	28	30	17	Ground	53	M	M	M	M	
123379	123398	34:16.31	2	AC9ACD2A		Bashful	0	4	31	0	14	18	17	Poison	61	F	M	F	F	
123380	123415	34:16.33	0	A021607E		Hardy	0	0	24	30	6	5	23	Water	47	F	M	M	F	
123381	123416	34:16.35	1	FB00A021		Lax	1	23	6	5	19	7	8	Psychic	62	F	M	F	F	
123382	123457	34:16.36	0	6A645C38		Naughty	0	12	4	28	11	18	28	Ground	60	F	M	F	F	
123383	123430	34:16.38	1	6FF0B5C3		Sassy	1	19	11	0	9	2	29	Ghost	52	M	M	M	M	
123384	123401	34:16.40	1	B26F49D1		Mild	1	31	28	7	18	21	27	Grass	48	M	M	M	M	
123385	123578	34:16.41	3	0BC0DC20		Modest	0	12	1	28	21	9	7	Ice	35	F	M	F	F	
123386	123413	34:16.43	1	CE8921E1		Lonely	1	30	3	24	1	8	1	Ghost	31	M	M	M	M	
123387	123544	34:16.45	2	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123388	123429	34:16.46	0	B5C3F6A4		Docile	0	16	31	27	11	0	19	Steel	49	M	M	M	F	
123389	123416	34:16.48	0	FB00A021		Lax	1	23	6	5	19	7	8	Psychic	62	F	M	F	F	
123390	123427	34:16.50	2	6A94089C		Adamant	0	4	21	29	14	13	3	Grass	45	M	M	M	F	
123391	123412	34:16.51	0	21E14F99		Bold	1	9	20	19	3	24	30	Bug	47	M	M	M	F	
123392	123441	34:16.53	0	88748995		Careful	1	14	10	24	1	12	24	Ground	31	M	M	M	F	
123393	123398	34:16.55	0	AC9ACD2A		Bashful	0	4	31	0	14	18	17	Poison	61	F	M	F	F	
123394	123443	34:16.56	0	3038614E		Rash	0	24	13	2	0	26	20	Fighting	52	F	M	M	F	
123395	123412	34:16.58	1	21E14F99		Bold	1	9	20	19	3	24	30	Bug	47	M	M	M	F	
123396	123403	34:16.60	1	565B1F9F		Sassy	1	10	22	10	10	8	6	Fighting	49	M	M	M	F	
123397	123512	34:16.61	0	5F7BB6AB		Hasty	1	30	26	20	9	8	27	Bug	36	M	M	M	F	
123398	123479	34:16.63	0	FC54AE92		Gentle	0	15	22	9	7	18	11	Ghost	67	M	M	M	F	
123399	123430	34:16.65	2	6FF0B5C3		Sassy	1	19	11	0	9	2	29	Ghost	52	M	M	M	M	
123400	123457	34:16.66	3	6A645C38		Naughty	0	12	4	28	11	18	28	Ground	60	F	M	F	F	
123401	123414	34:16.68	3	607ECE89		Calm	1	1	1	8	24	30	0	Fighting	50	M	M	M	F	
123402	123409	34:16.70	1	658AA152		Relaxed	0	13	22	21	28	19	25	Grass	51	F	M	M	F	
123403	123482	34:16.71	3	C0A548EB		Naughty	1	12	0	8	15	5	11	Ice	45	M	M	M	M	
123404	123495	34:16.73	0	A2A9C875		Bashful	1	12	8	8	1	28	14	Ground	35	F	M	M	F	
123405	123430	34:16.75	1	6FF0B5C3		Sassy	1	19	11	0	9	2	29	Ghost	52	M	M	M	M	
123406	123439	34:16.76	0	BB041F19		Sassy	1	21	12	2	3	2	20	Rock	63	F	F	F	F	
123407	123410	34:16.78	1	D6CD658A		Careful	0	25	28	19	15	8	1	Ghost	42	M	M	M	F	
123408	123443	34:16.80	1	3038614E		Rash	0	24	13	2	0	26	20	Fighting	52	F	M	M	F	
123409	123544	34:16.81	3	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123410	123421	34:16.83	2	495F842F		Brave	1	7	25	10	23	27	26	Psychic	68	F	M	F	F	
123411	123508	34:16.85	2	113AD154		Careful	0	4	6	7	10	13	2	Fire	49	F	M	M	F	
123412	123441	34:16.86	1	88748995		Careful	1	14	10	24	1	12	24	Ground	31	M	M	M	F	
123413	123418	34:16.88	1	1E6894D7		Brave	1	24	7	8	1	1	15	Ice	36	M	M	M	M	
123414	123495	34:16.90	1	A2A9C875		Bashful	1	12	8	8	1	28	14	Ground	35	F	M	M	F	
123415	123454	34:16.91	0	4927C660		Docile	0	1	27	29	1	23	24	Ice	51	F	M	M	F	
123416	123427	34:16.93	2	6A94089C		Adamant	0	4	21	29	14	13	3	Grass	45	M	M	M	F	
123417	123432	34:16.95	1	893D0173		Lax	1	10	19	0	14	7	24	Fire	62	F	M	M	F	
123418	123463	34:16.96	0	7EA715A1		Modest	1	4	29	1	4	3	7	Grass	55	M	M	M	F	
123419	123544	34:16.98	2	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123420	123435	34:17.00	1	DF7D1DD8		Impish	0	20	0	2	14	17	8	Steel	42	M	M	M	M	
123421	123430	34:17.01	0	6FF0B5C3		Sassy	1	19	11	0	9	2	29	Ghost	52	M	M	M	M	
123422	123427	34:17.03	2	6A94089C		Adamant	0	4	21	29	14	13	3	Grass	45	M	M	M	F	
123423	123454	34:17.05	1	4927C660		Docile	0	1	27	29	1	23	24	Ice	51	F	M	M	F	
123424	123473	34:17.06	1	9D79C473		Lax	1	30	17	0	20	1	20	Fire	30	F	M	M	F	
123425	123482	34:17.08	2	C0A548EB		Naughty	1	12	0	8	15	5	11	Ice	45	M	M	M	M	
123426	123473	34:17.10	0	9D79C473		Lax	1	30	17	0	20	1	20	Fire	30	F	M	M	F	
123427	123578	34:17.11	0	0BC0DC20		Modest	0	12	1	28	21	9	7	Ice	35	F	M	F	F	
123428	123433	34:17.13	2	026A893D		Docile	1	24	14	7	27	23	29	Dragon	64	F	M	F	F	
123429	123454	34:17.15	1	4927C660		Docile	0	1	27	29	1	23	24	Ice	51	F	M	M	F	
123430	123479	34:17.16	0	FC54AE92		Gentle	0	15	22	9	7	18	11	Ghost	67	M	M	M	F	
123431	123434	34:17.18	1	1DD8026A		Impish	0	29	27	23	0	2	20	Flying	54	F	M	M	F	
123432	123495	34:17.20	1	A2A9C875		Bashful	1	12	8	8	1	28	14	Ground	35	F	M	M	F	
123433	123578	34:17.21	0	0BC0DC20		Modest	0	12	1	28	21	9	7	Ice	35	F	M	F	F	
123434	123437	34:17.23	0	C5C88814		Jolly	0	25	24	7	24	14	4	Flying	52	F	F	F	F	
123435	123512	34:17.25	1	5F7BB6AB		Hasty	1	30	26	20	9	8	27	Bug	36	M	M	M	F	
123436	123579	34:17.26	0	F02C0BC0		Relaxed	0	7	21	9	13	11	4	Ice	50	M	M	M	M	
123437	123512	34:17.28	0	5F7BB6AB		Hasty	1	30	26	20	9	8	27	Bug	36	M	M	M	F	
123438	123453	34:17.30	0	C660F7AA		Lonely	0	7	9	18	27	29	1	Dragon	43	M	M	M	F	
123439	123638	34:17.31	1	43EB99F6		Gentle	0	29	15	31	0	18	1	Ground	54	M	M	M	M	
123440	123579	34:17.33	1	F02C0BC0		Relaxed	0	7	21	9	13	11	4	Ice	50	M	M	M	M	
123441	123444	34:17.35	0	89B83038		Timid	0	20	0	26	31	2	8	Ground	63	F	M	F	F	
123442	123449	34:17.36	0	F73654A9		Rash	1	22	11	25	9	17	30	Psychic	36	M	M	M	F	
123443	123454	34:17.38	0	4927C660		Docile	0	1	27	29	1	23	24	Ice	51	F	M	M	F	
123444	123509	34:17.40	1	9CC4113A		Serious	0	2	10	13	21	13	11	Dragon	36	F	M	F	F	
123445	123452	34:17.41	1	F7AAC53E		Mild	0	0	19	17	9	18	7	Steel	56	F	M	F	F	
123446	123475	34:17.43	0	0694823E		Mild	0	19	18	30	9	0	15	Bug	39	F	M	F	F	
123447	123508	34:17.45	0	113AD154		Careful	0	4	6	7	10	13	2	Fire	49	F	M	M	F	
123448	123483	34:17.46	1	200CC0A5		Hasty	1	11	15	5	14	22	12	Flying	62	M	M	M	F	
123449	123456	34:17.48	1	5C387761		Quirky	1	4	19	26	4	28	12	Fighting	33	F	M	M	F	
123450	123459	34:17.50	2	497C708C		Rash	0	12	11	28	31	4	25	Ghost	41	M	M	M	F	
123451	123470	34:17.51	1	D8A8AC42		Brave	0	24	23	26	3	17	19	Ice	49	F	M	M	F	
123452	123473	34:17.53	2	9D79C473		Lax	1	30	17	0	20	1	20	Fire	30	F	M	M	F	
123453	123470	34:17.55	0	D8A8AC42		Brave	0	24	23	26	3	17	19	Ice	49	F	M	M	F	
123454	123483	34:17.56	2	200CC0A5		Hasty	1	11	15	5	14	22	12	Flying	62	M	M	M	F	
123455	123460	34:17.58	0	716C497C		Impish	0	25	31	4	13	5	1	Dragon	31	F	M	M	F	
123456	123483	34:17.60	1	200CC0A5		Hasty	1	11	15	5	14	22	12	Flying	62	M	M	M	F	
123457	123464	34:17.61	0	87A47EA7		Serious	1	7	4	3	8	12	13	Ground	33	M	M	M	F	
123458	123509	34:17.63	0	9CC4113A		Serious	0	2	10	13	21	13	11	Dragon	36	F	M	F	F	
123459	123512	34:17.65	0	5F7BB6AB		Hasty	1	30	26	20	9	8	27	Bug	36	M	M	M	F	
123460	123471	34:17.66	0	6AF8D8A8		Jolly	0	19	3	17	11	7	25	Dark	62	M	M	M	F	
123461	123464	34:17.68	0	87A47EA7		Serious	1	7	4	3	8	12	13	Ground	33	M	M	M	F	
123462	123525	34:17.70	0	A8DD579D		Careful	1	20	25	13	5	18	1	Steel	50	M	M	M	F	
123463	123500	34:17.71	0	6E393801		Quirky	1	27	20	0	21	7	12	Electric	50	F	F	F	F	
123464	123579	34:17.73	0	F02C0BC0		Relaxed	0	7	21	9	13	11	4	Ice	50	M	M	M	M	
123465	123474	34:17.75	0	823E9D79		Hardy	1	20	20	1	18	30	19	Poison	65	F	M	M	F	
123466	123473	34:17.76	0	9D79C473		Lax	1	30	17	0	20	1	20	Fire	30	F	M	M	F	
123467	123512	34:17.78	0	5F7BB6AB		Hasty	1	30	26	20	9	8	27	Bug	36	M	M	M	F	
123468	123525	34:17.80	0	A8DD579D		Careful	1	20	25	13	5	18	1	Steel	50	M	M	M	F	
123469	123544	34:17.81	1	90B4840D		Naive	1	24	31	12	4	15	2	Fire	56	F	F	F	F	
123470	123473	34:17.83	3	9D79C473		Lax	1	30	17	0	20	1	20	Fire	30	F	M	M	F	
123471	123486	34:17.85	1	0537D9CC		Mild	0	12	31	23	16	6	6	Flying	59	M	M	M	M	
123472	123529	34:17.86	2	A0C8D57D		Jolly	1	12	28	5	21	23	20	Psychic	50	F	M	M	F	
123473	123514	34:17.88	2	A13B535E		Quiet	0	8	8	23	11	9	27	Dragon	47	F	M	M	F	
123474	123591	34:17.90	0	0B121793		Lax	1	28	28	16	19	22	18	Ground	65	M	M	M	F	
123475	123558	34:17.91	1	14A68D5B		Impish	1	22	29	31	8	18	0	Flying	53	F	M	M	F	
123476	123603	34:17.93	2	AA8327E9		Adamant	1	12	24	15	27	17	11	Dragon	47	M	M	M	M	
123477	123578	34:17.95	2	0BC0DC20		Modest	0	12	1	28	21	9	7	Ice	35	F	M	F	F	
123478	123491	34:17.96	0	AEF52E8D		Gentle	1	28	25	13	5	24	20	Bug	30	M	M	M	F	
123479	123520	34:17.98	2	B77D66C3		Timid	1	19	28	21	7	5	9	Dragon	40	M	M	M	M	
123480	123615	34:18.00	3	2A9EB1C3		Quiet	1	29	0	28	8	25	15	Water	35	M	M	M	M	
123481	123514	34:18.01	0	A13B535E		Quiet	0	8	8	23	11	9	27	Dragon	47	F	M	M	F	
123482	123539	34:18.03	1	03220C87		Naughty	1	22	31	19	13	20	27	Steel	39	M	M	M	F	
123483	123512	34:18.05	0	5F7BB6AB		Hasty	1	30	26	20	9	8	27	Bug	36	M	M	M	F	
123484	123493	34:18.06	0	60B4373C		Docile	0	21	3	18	21	8	9	Ghost	33	F	M	F	F	
123485	123520	34:18.08	0	B77D66C3		Timid	1	19	28	21	7	5	9	Dragon	40	M	M	M	M	
123486	123557	34:18.10	1	8D5B4616		Quirky	0	6	5	5	29	31	22	Psychic	56	F	F	F	F	
123487	123502	34:18.11	0	9EAC829B		Bold	1	4	29	28	23	9	20	Electric	40	M	M	M	F	
123488	123599	34:18.13	0	97864D46		Sassy	0	30	20	10	22	10	12	Fighting	63	F	M	M	F	
123489	123514	34:18.15	0	A13B535E		Quiet	0	8	8	23	11	9	27	Dragon	47	F	M	M	F	
123490	123503	34:18.16	1	73A49EAC		Naive	0	20	23	9	8	18	3	Ground	56	M	M	M	F	
123491	123578	34:18.18	0	0BC0DC20		Modest	0	12	1	28	21	9	7	Ice	35	F	M	F	F	
123492	123497	34:18.20	2	F02E210C		Docile	0	6	4	26	0	14	1	Flying	53	F	F	F	F	
123493	123514	34:18.21	1	A13B535E		Quiet	0	8	8	23	11	9	27	Dragon	47	F	M	M	F	
123494	123505	34:18.23	1	4903A6F4		Mild	0	3	15	26	10	20	20	Fighting	44	M	M	M	M	
123495	123520	34:18.25	0	B77D66C3		Timid	1	19	28	21	7	5	9	Dragon	40	M	M	M	M	
123496	123545	34:18.26	1	B3F890B4		Hasty	0	2	4	15	30	6	26	Fighting	68	M	M	M	F	
123497	123528	34:18.28	1	D57D48A1		Lonely	1	8	6	8	28	5	12	Steel	31	M	M	M	F	
123498	123509	34:18.30	2	9CC4113A		Serious	0	2	10	13	21	13	11	Dragon	36	F	M	F	F	
123499	123514	34:18.31	0	A13B535E		Quiet	0	8	8	23	11	9	27	Dragon	47	F	M	M	F	
123500	123517	34:18.33	0	7B8BA57B		Timid	1	0	9	7	22	25	3	Grass	47	F	M	M	F	
123501	123534	34:18.35	0	B0ED0ABB		Calm	1	15	9	27	17	10	1	Steel	53	M	M	M	F	
123502	123539	34:18.36	0	03220C87		Naughty	1	22	31	19	13	20	27	Steel	39	M	M	M	F	
123503	123578	34:18.38	0	0BC0DC20		Modest	0	12	1	28	21	9	7	Ice	35	F	M	F	F	
123504	123537	34:18.40	0	837AAA21		Mild	1	7	4	3	25	0	2	Bug	38	F	M	F	F	
123505	123688	34:18.41	1	4A5C5257		Hardy	1	19	9	21	21	31	20	Ice	50	F	M	M	F	
123506	123529	34:18.43	2	A0C8D57D		Jolly	1	12	28	5	21	23	20	Psychic	50	F	M	M	F	
123507	123520	34:18.45	1	B77D66C3		Timid	1	19	28	21	7	5	9	Dragon	40	M	M	M	M	
123508	123579	34:18.46	2	F02C0BC0		Relaxed	0	7	21	9	13	11	4	Ice	50	M	M	M	M	
123509	123516	34:18.48	0	A57B5D08		Lax	0	11	28	30	9	7	0	Electric	53	F	F	F	F	
123510	123529	34:18.50	0	A0C8D57D		Jolly	1	12	28	5	21	23	20	Psychic	50	F	M	M	F	
123511	123522	34:18.51	0	94E9D793		Bashful	1	7	29	4	28	21	29	Grass	30	M	M	M	F	
123512	123615	34:18.53	1	2A9EB1C3		Quiet	1	29	0	28	8	25	15	Water	35	M	M	M	M	
123513	123688	34:18.55	1	4A5C5257		Hardy	1	19	9	21	21	31	20	Ice	50	F	M	M	F	
123514	123537	34:18.56	1	837AAA21		Mild	1	7	4	3	25	0	2	Bug	38	F	M	F	F	
123515	123568	34:18.58	1	6B0223C2		Jolly	0	5	10	6	19	8	17	Bug	43	M	M	M	M	
123516	123535	34:18.60	0	ED2FB0ED		Brave	1	1	17	10	27	0	26	Rock	47	M	M	M	M	
123517	123570	34:18.61	1	22719945		Quirky	1	4	21	0	0	7	15	Grass	55	F	M	M	F	
123518	123579	34:18.63	0	F02C0BC0		Relaxed	0	7	21	9	13	11	4	Ice	50	M	M	M	M	
123519	123550	34:18.65	0	D2ABB786		Careful	0	13	16	31	29	31	3	Dragon	57	M	M	M	F	
123520	123735	34:18.66	0	1CE6CE7B		Serious	1	8	11	17	27	19	24	Psychic	61	F	M	M	F	
123521	123638	34:18.68	1	43EB99F6		Gentle	0	29	15	31	0	18	1	Ground	54	M	M	M	M	
123522	123557	34:18.70	2	8D5B4616		Quirky	0	6	5	5	29	31	22	Psychic	56	F	F	F	F	
123523	123526	34:18.71	0	B734A8DD		Naughty	1	1	5	18	11	21	29	Dragon	42	M	M	M	M	
123524	123539	34:18.73	4	03220C87		Naughty	1	22	31	19	13	20	27	Steel	39	M	M	M	F	
123525	123688	34:18.75	0	4A5C5257		Hardy	1	19	9	21	21	31	20	Ice	50	F	M	M	F	
123526	123559	34:18.76	0	FFB614A6		Bashful	0	0	8	18	13	25	28	Electric	32	M	M	M	F	
123527	123560	34:18.78	0	C900FFB6		Adamant	0	28	13	25	11	21	5	Dragon	40	M	M	M	F	
123528	123531	34:18.80	2	DEB4178C		Timid	0	3	1	1	21	2	27	Steel	56	M	M	M	F	
123529	123560	34:18.81	1	C900FFB6		Adamant	0	28	13	25	11	21	5	Dragon	40	M	M	M	F	
123530	123735	34:18.83	1	1CE6CE7B		Serious	1	8	11	17	27	19	24	Psychic	61	F	M	M	F	
123531	123590	34:18.85	0	17934316		Lax	0	18	24	2	28	16	28	Fighting	33	F	F	F	F	
123532	123599	34:18.86	0	97864D46		Sassy	0	30	20	10	22	10	12	Fighting	63	F	M	M	F	
123533	123574	34:18.88	1	35D84AFA		Bashful	0	1	13	3	4	28	3	Ground	37	M	M	M	M	
123534	123601	34:18.90	1	2ACCAA9E		Rash	0	9	31	9	20	10	3	Ground	56	M	M	M	F	
123535	123560	34:18.91	2	C900FFB6		Adamant	0	28	13	25	11	21	5	Dragon	40	M	M	M	F	
123536	123549	34:18.93	0	B78650E2		Impish	0	11	21	20	16	31	13	Grass	50	M	M	M	M	
123537	123588	34:18.95	1	DA300155		Relaxed	1	22	24	16	28	5	19	Water	35	F	M	M	F	
123538	123637	34:18.96	1	99F6E676		Brave	0	11	31	16	15	31	29	Dragon	62	F	M	M	F	
123539	123568	34:18.98	0	6B0223C2		Jolly	0	5	10	6	19	8	17	Bug	43	M	M	M	M	
123540	123765	34:19.00	0	F73CEAFA		Mild	0	4	12	8	31	19	12	Electric	60	M	M	M	M	
123541	123558	34:19.01	0	14A68D5B		Impish	1	22	29	31	8	18	0	Flying	53	F	M	M	F	
123542	123719	34:19.03	2	5E5A6DB6		Bold	0	14	13	0	24	10	2	Fighting	56	M	M	M	F	
123543	123552	34:19.05	1	7FA37E0D		Rash	1	6	7	27	15	14	7	Steel	70	F	F	F	F	
123544	123599	34:19.06	0	97864D46		Sassy	0	30	20	10	22	10	12	Fighting	63	F	M	M	F	
123545	123558	34:19.08	1	14A68D5B		Impish	1	22	29	31	8	18	0	Flying	53	F	M	M	F	
123546	123607	34:19.10	1	B08E9D4E		Careful	0	15	7	22	9	4	31	Ghost	39	F	M	M	F	
123547	123562	34:19.11	1	D565E5BC		Docile	0	17	20	20	5	24	8	Rock	30	M	M	M	F	
123548	123579	34:19.13	3	F02C0BC0		Relaxed	0	7	21	9	13	11	4	Ice	50	M	M	M	M	
123549	123562	34:19.15	0	D565E5BC		Docile	0	17	20	20	5	24	8	Rock	30	M	M	M	F	
123550	123601	34:19.16	2	2ACCAA9E		Rash	0	9	31	9	20	10	3	Ground	56	M	M	M	F	
123551	123688	34:19.18	0	4A5C5257		Hardy	1	19	9	21	21	31	20	Ice	50	F	M	M	F	
123552	123603	34:19.20	1	AA8327E9		Adamant	1	12	24	15	27	17	11	Dragon	47	M	M	M	M	
123553	123604	34:19.21	1	3F0CAA83		Mild	1	11	27	17	10	7	14	Water	67	M	M	M	F	
123554	123625	34:19.23	1	6E53315B		Impish	1	20	21	11	3	19	12	Psychic	63	F	M	M	F	
123555	123630	34:19.25	2	EAEE8CD7		Quiet	1	1	5	31	15	19	30	Ice	68	M	M	M	M	
123556	123735	34:19.26	1	1CE6CE7B		Serious	1	8	11	17	27	19	24	Psychic	61	F	M	M	F	
123557	123582	34:19.28	1	EB9FADA4		Hasty	0	20	31	18	12	24	0	Fighting	33	M	M	M	F	
123558	123735	34:19.30	2	1CE6CE7B		Serious	1	8	11	17	27	19	24	Psychic	61	F	M	M	F	
